,pdbid,-logKd/Ki
8075,3oag,9.51
8076,1c7f,9.52
8077,1ms6,9.52
8078,1re8,9.52
8079,1vij,9.52
8080,1vik,9.52
8081,2hog,9.52
8082,2pvw,9.52
8083,2q6b,9.52
8084,2z7r,9.52
8085,3m8q,9.52
8086,3u0t,9.52
8087,3v8t,9.52
8088,4dve,9.52
8089,4ewh,9.52
8090,4wtu,9.52
8091,4xj0,9.52
8092,4y73,9.52
8093,1lhe,9.54
8094,2yit,9.54
8095,3pr0,9.54
8096,3wt5,9.54
8097,4afh,9.54
8098,4iax,9.56
8099,1so2,9.57
8100,4ea3,9.57
8101,4lsj,9.57
8102,1qku,9.59
8103,1o45,9.6
8104,1snk,9.6
8105,3ert,9.6
8106,2qky,9.61
8107,3uzc,9.61
8108,1lhd,9.62
8109,3oad,9.62
8110,3orn,9.62
8111,7hvp,9.62
8112,4iaw,9.63
8113,1i7m,9.64
8114,3eky,9.64
8115,3s53,9.64
8116,3o9l,9.66
8117,4acg,9.66
8118,3c45,9.68
8119,5awj,9.68
8120,1a7x,9.7
8121,1tyn,9.7
8122,2ofv,9.7
8123,3bwf,9.7
8124,3drp,9.7
8125,3eyd,9.7
8126,3g6z,9.7
8127,3imy,9.7
8128,3kmm,9.7
8129,3n5k,9.7
8130,3nmq,9.7
8131,3w54,9.7
8132,4bti,9.7
8133,4cmt,9.7
8134,4cmu,9.7
8135,4e3m,9.7
8136,4m1j,9.7
8137,4mib,9.7
8138,4na7,9.7
8139,4qab,9.7
8140,4v05,9.7
8141,5agv,9.7
8142,2i0g,9.72
8143,3elm,9.72
8144,4lrh,9.72
8145,5bvf,9.72
8146,1d2s,9.74
8147,2g00,9.74
8148,3e8r,9.74
8149,4b7q,9.74
8150,4u7q,9.74
8151,1h1b,9.8
8152,1nlj,9.8
8153,2fb8,9.8
8154,3e7b,9.8
8155,4yur,9.8
8156,5bvd,9.8
8157,3ah8,9.82
8158,4amz,9.82
8159,4ear,9.82
8160,2ycq,9.85
8161,3sud,9.85
8162,1a52,9.86
8163,1a42,9.89
8164,1ouk,9.89
8165,1yt7,9.89
8166,3erd,9.9
8167,1nfs,9.92
8168,3bi1,9.92
8169,4hpy,9.92
8170,4qoc,9.92
8171,4hvb,9.95
8172,1bnm,10.0
8173,1fmb,10.0
8174,1g37,10.0
8175,1g3m,10.0
8176,1kv2,10.0
8177,1o5p,10.0
8178,1rwq,10.0
8179,1sfi,10.0
8180,2ceo,10.0
8181,2ie4,10.0
8182,2ll6,10.0
8183,2w3i,10.0
8184,2xn7,10.0
8185,2zo3,10.0
8186,3c7p,10.0
8187,3e7a,10.0
8188,3kry,10.0
8189,3u0d,10.0
8190,3vru,10.0
8191,4eki,10.0
8192,4fe6,10.0
8193,4hgc,10.0
8194,4msg,10.0
8195,4mt9,10.0
8196,4oas,10.0
8197,4ode,10.0
8198,4odf,10.0
8199,4ogn,10.0
8200,4ogt,10.0
8201,4phw,10.0
8202,4ppb,10.0
8203,5agu,10.0
8204,4heu,10.01
8205,1ind,10.05
8206,3p0g,10.08
8207,5ah2,10.08
8208,3gws,10.09
8209,2w3k,10.1
8210,3o57,10.1
8211,4hra,10.1
8212,5axq,10.1
8213,1pf7,10.14
8214,1a5g,10.15
8215,2bq6,10.15
8216,2r5d,10.15
8217,2xk9,10.15
8218,3tge,10.15
8219,2bcd,10.22
8220,3d7h,10.22
8221,1ibc,10.25
8222,1rt9,10.25
8223,4an1,10.26
8224,2zx9,10.27
8225,4lmn,10.3
8226,1nq0,10.32
8227,1std,10.33
8228,1mnc,10.34
8229,1xm4,10.39
8230,2ftd,10.39
8231,1lhc,10.4
8232,2jld,10.4
8233,4y8z,10.4
8234,4oar,10.42
8235,5dia,10.46
8236,1ntk,10.49
8237,1xn2,10.52
8238,2fzz,10.52
8239,2ycf,10.52
8240,3d4q,10.52
8241,3vrv,10.54
8242,1oxg,10.57
8243,3lzv,10.59
8244,2j4a,10.6
8245,4uxl,10.6
8246,1xon,10.68
8247,4an0,10.7
8248,2wzy,10.72
8249,1c4v,10.8
8250,2ajd,10.8
8251,1ebg,10.82
8252,4amy,10.82
8253,3ggv,10.85
8254,1n9m,10.96
8255,2jb6,10.96
8256,1dis,11.0
8257,1swp,11.0
8258,4qvx,11.0
8259,1dqx,11.05
8260,1eix,11.06
8261,1jjk,11.06
8262,1lor,11.06
8263,4x3r,11.07
8264,3gwt,11.1
8265,1sme,11.22
8266,1mau,11.3
8267,1nl6,11.32
8268,3wv1,11.41
8269,4ocx,11.44
8270,4k1b,11.52
8271,1akv,11.59
8272,2fv5,11.7
8273,1mui,11.89
8274,1agm,12.0
8275,1gah,12.0
8276,1lf9,12.0
8277,1swk,12.0
8278,1swn,12.0
8279,4n70,12.0
8280,3o9c,12.05
8281,2i0d,12.1
8282,3o9h,12.1
8283,1ndj,12.16
8284,3o9b,12.3
8285,3o9g,12.3
8286,2zx5,12.33
8287,1q83,12.39
8288,2xup,12.39
8289,3o9f,12.7
8290,1rbo,12.72
8291,1a4m,13.0
8292,2ada,13.0
8293,2c1q,13.0
8294,2f01,13.0
8295,2gh7,13.0
8296,2uyw,13.0
8297,1stp,13.4
8298,1eoj,13.77
8299,1amn,13.82
8300,2xuf,14.39
8301,1avd,15.0
8302,2xui,15.0
8303,8gpb,3.6
8304,3tf7,3.52
8305,3mrv,3.74
8306,4ok5,4.51
8307,4to8,1.24
8308,3a73,3.38
8309,4pd6,4.44
8310,4bcw,4.0
8311,4x8s,1.89
8312,1o4o,2.46
8313,4y64,3.1
8314,1qaq,4.74
8315,3np7,4.02
8316,2aoh,4.44
8317,2ohr,4.0
8318,4ty8,2.03
8319,2pem,3.64
8320,3zmu,4.3
8321,2a3c,4.43
8322,3rxg,2.15
8323,4w53,3.99
8324,5bvk,4.0
8325,4u5u,2.89
8326,1rq2,2.52
8327,3avj,3.3
8328,2ksa,3.06
8329,1y1m,1.82
8330,1wkm,0.82
8331,2zg1,2.1
8332,2h9n,3.94
8333,3dz2,4.15
8334,1h60,4.7
8335,3ck7,4.05
8336,2h2e,3.0
8337,4eh2,3.16
8338,3ry8,3.34
8339,1yci,4.08
8340,4zh4,4.22
8341,3k0h,4.6
8342,4lh2,1.24
8343,4oyo,3.52
8344,1g6r,4.27
8345,2ay8,2.24
8346,2w12,4.65
8347,3hav,3.77
8348,3ro0,4.5
8349,1n1g,2.3
8350,1rdn,1.84
8351,4mx1,3.68
8352,2l3r,4.66
8353,3rxb,2.66
8354,4a9c,4.61
8355,5cs5,1.58
8356,3l0n,2.77
8357,1o8b,2.68
8358,1om2,4.7
8359,4k75,4.25
8360,1hty,1.4
8361,2bgr,3.6
8362,4iz0,4.0
8363,1o6i,3.19
8364,4d63,1.64
8365,5dtj,4.47
8366,1gz9,3.51
8367,3fts,3.67
8368,4fpf,4.41
8369,2wl5,4.52
8370,2a3a,2.82
8371,2y2p,4.7
8372,4yv1,3.08
8373,4myh,4.64
8374,3art,4.43
8375,2exg,4.3
8376,4x3t,4.54
8377,3ava,4.4
8378,3nuu,3.77
8379,4o43,4.3
8380,4h36,4.27
8381,4dcx,4.5
8382,4a4g,2.99
8383,2bve,3.67
8384,4own,4.22
8385,3otx,4.53
8386,3avg,3.3
8387,3rqg,4.64
8388,223l,3.4
8389,1mx1,4.0
8390,3gk2,2.7
8391,3zxe,3.35
8392,4b85,4.06
8393,4wyp,3.36
8394,1s9v,4.0
8395,4x49,4.53
8396,2wsx,2.41
8397,1way,3.4
8398,1j4k,4.0
8399,3qs8,4.74
8400,4lno,2.62
8401,4d8a,3.42
8402,4c70,3.52
8403,2uzj,4.57
8404,2ycm,3.56
8405,1j15,3.84
8406,3uvx,4.34
8407,1lt5,2.7
8408,2csm,4.3
8409,1hxk,3.4
8410,4lys,4.34
8411,1jh1,4.39
8412,4o7d,3.0
8413,4gne,2.47
8414,1ru1,4.74
8415,4tww,4.2
8416,2pcu,3.04
8417,2ha7,3.36
8418,3h26,4.49
8419,2xo8,4.33
8420,2y2h,4.57
8421,4hwt,4.3
8422,4fxj,3.62
8423,3h2n,3.67
8424,1eef,2.92
8425,1d5r,1.82
8426,1czc,2.82
8427,1ax2,3.99
8428,3av9,3.36
8429,1e72,3.22
8430,4nrm,3.2
8431,1z6d,2.34
8432,2hdq,1.4
8433,1qxz,4.72
8434,3mkn,4.12
8435,3npa,3.87
8436,2ohs,4.4
8437,3uwl,3.68
8438,4cc3,4.14
8439,4bi2,4.03
8440,3at1,3.18
8441,4a4f,2.88
8442,4c6v,4.59
8443,3kac,3.13
8444,4b6e,2.3
8445,3fcf,4.4
8446,4ms0,3.39
8447,4ym2,2.85
8448,1aw1,1.05
8449,1zd3,3.3
8450,2xz5,4.01
8451,4kza,3.7
8452,1ax1,3.29
8453,1v2q,4.13
8454,2oq6,3.6
8455,1ihy,3.74
8456,3mt9,4.59
8457,3ccb,4.52
8458,1w1t,2.96
8459,5aic,4.3
8460,2vr0,4.42
8461,4dt2,4.37
8462,2w6o,4.22
8463,4xhv,4.3
8464,2x52,4.24
8465,2o9v,3.54
8466,3kpu,3.16
8467,1ozv,1.44
8468,1jyi,4.0
8469,2qn2,4.55
8470,3e62,4.39
8471,1mxl,3.81
8472,2fyv,3.52
8473,4d52,3.11
8474,2ay7,2.3
8475,2lya,4.19
8476,4umr,3.8
8477,4lqy,3.89
8478,3e73,3.15
8479,4k5o,3.98
8480,1gvk,3.05
8481,3rxm,3.63
8482,1v2v,3.37
8483,2w2u,4.46
8484,1dg9,2.74
8485,3fsj,3.95
8486,2rjs,2.28
8487,4rrr,4.44
8488,2krd,2.7
8489,1a8t,5.8
8490,3mmr,4.96
8491,4dlj,5.92
8492,3fbr,4.82
8493,3twu,5.62
8494,5am5,5.74
8495,3s9i,5.7
8496,2b2v,4.77
8497,1o2v,5.85
8498,2y2j,4.8
8499,4p0v,5.92
8500,4qxs,5.96
8501,2iwu,5.92
8502,1inf,5.0
8503,2xrw,5.15
8504,2jbl,5.89
8505,3qw7,5.74
8506,4mbp,5.64
8507,4os1,5.6
8508,3b95,5.15
8509,3q2a,5.3
8510,1h61,4.89
8511,2xk1,5.74
8512,3b1t,5.66
8513,4hnn,5.7
8514,3m53,5.31
8515,2ke1,5.3
8516,3pa8,5.75
8517,4mzl,5.62
8518,3qsb,5.08
8519,3fzs,5.82
8520,4l7u,5.66
8521,2r3y,5.49
8522,3twv,4.76
8523,3qw8,5.1
8524,4d2r,5.48
8525,4lng,5.62
8526,3ij0,4.88
8527,2hz4,5.47
8528,3v3v,5.34
8529,4n1b,5.96
8530,3l4t,5.42
8531,3piz,5.46
8532,1uyk,4.77
8533,1lev,5.6
8534,4kod,5.36
8535,1h1p,4.92
8536,4c16,4.96
8537,3chf,5.37
8538,1y98,5.43
8539,1y8o,5.89
8540,4p5e,5.55
8541,3ggc,5.44
8542,1rri,5.82
8543,2mnz,5.19
8544,2vtr,5.82
8545,2o1v,5.3
8546,4kmd,5.41
8547,1qxy,4.8
8548,4mzk,5.31
8549,2idk,5.54
8550,3iw8,4.87
8551,4bdc,4.93
8552,1w0x,5.3
8553,1anf,5.46
8554,3rqe,4.77
8555,1v2h,5.3
8556,3ppo,5.3
8557,3dp1,5.0
8558,4qr3,5.85
8559,2l11,4.82
8560,2ilp,4.82
8561,3elj,5.3
8562,3cs8,5.77
8563,4dgm,5.92
8564,1uu8,5.05
8565,3fci,5.89
8566,4hbx,5.72
8567,4b60,5.43
8568,2ohu,5.38
8569,3qfv,5.77
8570,3te5,4.91
8571,2kwn,5.13
8572,4g0k,5.37
8573,4tmf,5.48
8574,1o2p,4.85
8575,2qyk,5.48
8576,1ftk,4.84
8577,2w76,5.0
8578,3bpr,4.95
8579,4p4s,4.94
8580,3srg,5.7
8581,4pl4,5.27
8582,4awf,5.57
8583,2xsb,4.96
8584,3vbw,5.22
8585,4uat,5.89
8586,2ko7,5.19
8587,2go4,5.15
8588,1rlp,5.1
8589,2vpg,5.68
8590,4qye,5.92
8591,4knr,5.74
8592,2rox,4.98
8593,3sb0,5.26
8594,4uvu,5.92
8595,2j87,4.85
8596,1r2b,4.94
8597,3bcs,5.21
8598,3kag,5.18
8599,4lph,5.04
8600,4qh8,4.89
8601,5btr,5.14
8602,2zlg,5.59
8603,3v7c,5.74
8604,3w2p,5.09
8605,5cgj,5.22
8606,3kad,5.12
8607,1n0t,4.91
8608,1k08,5.34
8609,3kr1,5.74
8610,2ym4,5.82
8611,4xta,5.43
8612,4zlo,4.92
8613,1oay,5.92
8614,2hr6,4.82
8615,4lwt,5.41
8616,4fyh,4.85
8617,2vr4,5.68
8618,2xzw,5.29
8619,5fjw,5.4
8620,3qzq,5.64
8621,2ooh,5.89
8622,3ufa,5.0
8623,4fri,5.55
8624,3vbx,4.77
8625,4y6s,5.03
8626,4twd,5.08
8627,3zm4,5.96
8628,4lbl,4.96
8629,2h2h,4.98
8630,4qz5,5.26
8631,4xjt,5.14
8632,4crj,5.96
8633,3hxe,5.33
8634,2jqi,5.0
8635,1ow7,5.4
8636,3hyf,5.92
8637,4mwc,5.87
8638,3m59,5.24
8639,4u82,5.72
8640,1l5r,4.77
8641,3so6,5.39
8642,3vf3,5.86
8643,3efr,5.08
8644,4est,5.02
8645,4fmo,5.53
8646,2gcd,5.52
8647,4yzm,5.27
8648,3lf0,5.71
8649,1ny0,5.85
8650,3b2t,5.21
8651,1nym,5.4
8652,4f8j,5.07
8653,2vwf,5.06
8654,1thr,5.38
8655,1gi9,5.22
8656,1okw,5.25
8657,4el9,5.36
8658,4oow,5.37
8659,3p2h,5.44
8660,4u0m,5.77
8661,4kox,4.77
8662,3mke,5.66
8663,4ozl,4.97
8664,4wku,5.68
8665,2llq,5.82
8666,3zmi,5.95
8667,4drk,5.08
8668,4os4,4.87
8669,1m5d,5.04
8670,3nrz,5.34
8671,2rfy,5.22
8672,3tu9,5.12
8673,1u2r,5.41
8674,1h27,5.6
8675,1t4j,5.1
8676,4lwc,6.72
8677,2oyl,6.3
8678,3anr,6.46
8679,4ch8,5.99
8680,1ung,6.8
8681,4wf6,6.3
8682,4izm,6.66
8683,3iut,6.34
8684,3rx5,6.27
8685,3g3n,6.29
8686,4alg,6.3
8687,4awk,6.89
8688,2r9b,6.57
8689,4xub,5.97
8690,3fr2,6.23
8691,3qup,6.32
8692,3os3,6.63
8693,2w71,6.48
8694,2o4h,6.52
8695,3shb,6.03
8696,4acm,6.68
8697,4ixv,6.62
8698,3f66,6.05
8699,4j0s,6.42
8700,2ivz,6.04
8701,2qp6,6.68
8702,2r3o,6.22
8703,1yuc,6.91
8704,2zb0,6.62
8705,4nh9,6.43
8706,1h24,6.3
8707,4qr4,6.6
8708,3q4j,6.21
8709,1esz,6.52
8710,2y5l,6.48
8711,3hv3,6.33
8712,3s9y,6.44
8713,1ujj,6.1
8714,2uue,6.13
8715,4url,6.3
8716,2wqb,6.27
8717,3ro4,6.23
8718,3n6k,6.74
8719,1c8k,6.0
8720,3sjt,6.06
8721,2xx5,6.7
8722,4e3b,6.05
8723,2xnp,6.44
8724,4ks5,6.89
8725,4qtn,6.85
8726,3pi5,6.02
8727,4awq,6.32
8728,4qw5,6.35
8729,2yg2,6.05
8730,1zlv,6.15
8731,2esm,6.28
8732,4x34,6.12
8733,2jkr,6.07
8734,2w0j,6.62
8735,2zdz,6.15
8736,4jg1,6.63
8737,3mxc,6.54
8738,1o6h,6.73
8739,5ajv,6.24
8740,3u18,6.09
8741,2g79,6.92
8742,4j1h,6.11
8743,4jv7,6.0
8744,4tkf,6.55
8745,3kvw,6.89
8746,3h0q,6.07
8747,4zuo,6.41
8748,4tzm,6.7
8749,3m3r,6.32
8750,1rdt,6.7
8751,3o8h,6.24
8752,1a1c,6.4
8753,2g6p,6.22
8754,4mk2,6.14
8755,4b4m,6.69
8756,4au8,6.26
8757,4zup,6.77
8758,4y94,6.62
8759,4u0e,6.92
8760,3kme,6.14
8761,1nzv,6.4
8762,3pz3,6.85
8763,3e6v,6.83
8764,2y1d,6.82
8765,2xch,6.43
8766,3s0n,6.74
8767,4wr8,6.23
8768,4fvr,6.0
8769,4d8i,6.69
8770,4ufz,6.31
8771,3iu8,6.24
8772,2nno,6.4
8773,4brx,6.49
8774,1lvc,6.0
8775,3bc3,6.81
8776,3ogx,6.48
8777,2er0,6.38
8778,1tl1,6.42
8779,2wmw,6.41
8780,2xb9,6.77
8781,3qmk,6.1
8782,4eos,6.05
8783,1llb,6.05
8784,2wxf,6.74
8785,1b39,6.92
8786,1gt5,6.1
8787,1h28,6.52
8788,4mw2,6.7
8789,2v0n,6.3
8790,2w8g,6.0
8791,1mqd,6.77
8792,4hxm,6.1
8793,1kdv,6.22
8794,2z97,6.0
8795,4uu7,6.08
8796,1ttv,6.8
8797,3voz,6.85
8798,2wk2,6.82
8799,3sdk,6.8
8800,3sff,6.7
8801,4iqt,6.11
8802,1i7c,6.4
8803,2xv1,5.99
8804,4fea,6.47
8805,2y1g,6.15
8806,1tze,6.83
8807,5ar5,6.3
8808,1xa5,6.5
8809,2r9s,6.82
8810,1w2k,6.46
8811,3mn8,6.17
8812,2byh,6.59
8813,4bw4,6.2
8814,1inq,6.27
8815,2xm8,6.8
8816,4rse,6.4
8817,3qkk,6.52
8818,4afj,6.4
8819,1tsm,6.0
8820,4b8p,6.85
8821,4psx,6.47
8822,4k4f,6.7
8823,3q5h,6.25
8824,2hdx,6.26
8825,4dce,6.76
8826,4q4e,6.72
8827,4byj,6.57
8828,2y4m,6.46
8829,1kf6,6.7
8830,4mcc,6.25
8831,4oya,6.44
8832,4gsy,6.92
8833,3dv1,6.23
8834,4nnn,6.57
8835,2xto,6.2
8836,2mwp,6.05
8837,1o49,6.36
8838,4jjs,6.7
8839,5ais,6.24
8840,5ctc,6.35
8841,3arz,6.0
8842,2nqg,6.48
8843,2qyn,6.24
8844,4x9w,6.85
8845,4e8w,6.09
8846,4bo3,6.52
8847,1kkq,6.62
8848,4anq,6.22
8849,3o23,6.3
8850,2g9r,6.08
8851,2x8d,6.1
8852,4m7c,6.12
8853,4m8t,6.43
8854,2j2i,6.7
8855,4dma,6.19
8856,4i5p,6.42
8857,1mmp,6.07
8858,4z8m,7.44
8859,4wag,7.08
8860,3o6l,7.51
8861,2buc,7.0
8862,1mqi,7.63
8863,3mbl,7.74
8864,2zyb,7.7
8865,3ho2,6.95
8866,3mj2,7.82
8867,3r7q,6.97
8868,4yp8,7.89
8869,5dgz,7.85
8870,3mvl,7.89
8871,4ryc,7.1
8872,3bgm,7.41
8873,3m11,7.37
8874,3cy2,7.22
8875,3d25,7.66
8876,1v3x,7.62
8877,4mvx,7.24
8878,1o6q,7.64
8879,3dsu,7.03
8880,4xx3,7.25
8881,2aow,7.42
8882,2ynd,7.49
8883,4r93,7.8
8884,3cbs,7.24
8885,2nsx,7.2
8886,2g0h,7.64
8887,4pm0,7.35
8888,2yem,7.81
8889,3et7,7.77
8890,3vqs,7.75
8891,3rwi,6.94
8892,2x8e,7.85
8893,3qpn,7.77
8894,3jwq,7.6
8895,3w0l,7.02
8896,2zmj,7.52
8897,3gb2,7.47
8898,5d1j,7.32
8899,4umn,7.2
8900,4ark,7.2
8901,3dct,6.95
8902,3qtz,7.3
8903,4w4w,7.46
8904,2bub,7.05
8905,3fqk,7.09
8906,4j0p,7.29
8907,2hh5,7.49
8908,3oeu,7.51
8909,1xbc,7.92
8910,3srv,7.5
8911,4i80,7.62
8912,3uyt,7.85
8913,4jzr,7.8
8914,3uvu,7.38
8915,2agv,7.7
8916,3r5j,6.96
8917,4quo,7.92
8918,2aq9,7.3
8919,4ux4,7.01
8920,4erz,7.06
8921,2np8,7.38
8922,4gk4,7.85
8923,1mto,6.96
8924,4l02,7.7
8925,2qhr,7.39
8926,4caf,7.12
8927,1yvh,7.37
8928,1vyj,7.0
8929,1tyr,7.0
8930,4hvs,7.8
8931,4l23,7.75
8932,4ehr,7.89
8933,4bg6,7.16
8934,3hwx,7.86
8935,4a9r,7.8
8936,2uw7,7.74
8937,2x6j,7.44
8938,5d12,7.37
8939,4tpt,7.04
8940,3e9h,7.55
8941,4aq3,7.43
8942,2zu4,7.42
8943,4a7j,7.0
8944,4bnv,7.52
8945,3m2u,7.0
8946,3kej,7.12
8947,4nud,7.07
8948,4aom,7.07
8949,2x7o,7.47
8950,4jp9,7.62
8951,1j07,7.68
8952,3ty0,7.08
8953,2br8,7.49
8954,3f7z,7.19
8955,2ydo,7.51
8956,3o96,7.24
8957,5dde,7.19
8958,4avw,7.62
8959,4rx8,7.46
8960,4rro,7.59
8961,2uvm,7.1
8962,4rj4,7.8
8963,3uo5,7.41
8964,4i7d,7.0
8965,4mro,7.06
8966,4mw1,7.72
8967,1eou,7.44
8968,1xuo,7.16
8969,2aov,7.04
8970,2aou,7.73
8971,4len,7.4
8972,3fea,7.44
8973,3ogm,7.32
8974,3l5r,7.42
8975,2q3z,7.22
8976,3vfj,7.04
8977,3qcy,7.7
8978,3gp0,7.44
8979,4z2i,7.44
8980,2xng,7.22
8981,2zsc,7.06
8982,3i81,7.89
8983,1pqc,7.0
8984,1y2j,7.48
8985,4x0f,7.0
8986,4kwp,7.49
8987,4r92,7.41
8988,3h59,7.89
8989,4gmc,7.74
8990,3dpe,7.24
8991,4rj6,7.12
8992,4mot,7.3
8993,2anl,6.96
8994,4jfz,7.15
8995,2r7b,7.22
8996,3wdc,7.92
8997,4awp,7.09
8998,2pe0,7.1
8999,3wzk,7.24
9000,2obo,7.24
9001,4o1d,7.62
9002,4avu,7.85
9003,3bcn,7.12
9004,4c1m,7.8
9005,4cby,7.7
9006,3zp9,7.82
9007,1u59,7.25
9008,1caq,7.72
9009,1kmv,6.95
9010,3koo,7.82
9011,4igr,7.2
9012,3ctq,7.4
9013,3o86,7.15
9014,2w7x,7.62
9015,4ohm,7.55
9016,1nhg,7.3
9017,2o5k,7.82
9018,3l13,7.82
9019,4knb,7.33
9020,3uo6,7.82
9021,3jsw,7.18
9022,4nks,7.17
9023,4k0u,7.26
9024,3t07,7.8
9025,4uuq,7.54
9026,2wxq,7.47
9027,4n8e,7.7
9028,3hy5,7.7
9029,2qe2,7.77
9030,2ieh,6.96
9031,4jvj,7.66
9032,2fq6,7.1
9033,2itk,7.69
9034,2c4f,7.7
9035,3zbf,7.52
9036,2xni,7.37
9037,2yjb,7.02
9038,4pct,7.15
9039,4wx7,7.4
9040,3fdn,7.48
9041,2rkn,7.22
9042,3el0,7.47
9043,4yk5,7.64
9044,1hv5,8.3
9045,3k9x,8.4
9046,2q70,8.08
9047,4zwy,8.7
9048,1eb1,10.43
9049,2j6m,7.96
9050,1qj1,8.05
9051,2p4i,8.0
9052,2avv,9.26
9053,3v9b,9.3
9054,1akq,9.1
9055,1sqb,7.95
9056,1eol,13.42
9057,2qzl,8.1
9058,1rej,8.3
9059,3wc7,8.26
9060,4frk,8.1
9061,2ow2,8.22
9062,3m8p,8.68
9063,3uol,8.51
9064,3eq8,9.06
9065,7cpa,13.96
9066,2yir,9.77
9067,2rku,8.3
9068,2f14,9.19
9069,3m2w,8.52
9070,2vnn,8.7
9071,4e3n,10.3
9072,2yak,8.7
9073,4ona,8.15
9074,4yqh,8.05
9075,4j9a,8.22
9076,2bpx,9.4
9077,4exg,8.07
9078,5dhg,9.14
9079,1pq6,8.1
9080,2i03,9.0
9081,2x39,8.66
9082,2bbb,8.62
9083,2oah,7.96
9084,3l08,10.22
9085,2z92,9.1
9086,1haa,8.7
9087,2i4t,9.0
9088,2wxl,8.34
9089,2bdj,9.35
9090,3qqu,8.62
9091,1u9e,8.24
9092,2w05,9.0
9093,4e3l,8.52
9094,1jik,9.7
9095,3rvg,8.3
9096,2rf2,8.44
9097,4z1n,8.23
9098,2ovx,8.7
9099,2w16,10.0
9100,3pz4,8.22
9101,4bci,8.22
9102,3vuc,9.05
9103,3jzs,8.1
9104,3tki,10.3
9105,4fcd,9.55
9106,3qc4,8.7
9107,2znu,8.11
9108,2b5j,9.1
9109,4x7o,8.7
9110,3s3r,8.68
9111,3wym,9.52
9112,2jj3,9.55
9113,2i0e,8.7
9114,3s2a,8.09
9115,1tft,8.3
9116,2oh4,8.46
9117,4nk9,8.51
9118,3ccc,8.1
9119,5ew3,8.92
9120,4lpb,8.0
9121,4q1f,8.04
9122,1pl0,8.22
9123,4twt,8.0
9124,4bxn,8.0
9125,3bgl,8.35
9126,4p0n,8.66
9127,1u3r,8.3
9128,4muw,8.01
9129,3iw4,8.68
9130,3i06,9.7
9131,4q1n,9.7
9132,3ekn,8.4
9133,1ym2,8.0
9134,1xzx,10.22
9135,4bhn,8.2
9136,3ixj,9.49
9137,2r0u,9.0
9138,2q7u,8.7
9139,3uh4,7.96
9140,5ap0,8.26
9141,2avi,15.22
9142,4ggl,9.0
9143,1jk7,8.52
9144,3i1y,8.15
9145,4o6e,9.0
9146,2opb,8.74
9147,2ozr,9.17
9148,3s3q,8.77
9149,4mwq,9.1
9150,4wkc,12.68
9151,4eox,9.55
9152,4uvx,7.96
9153,4bbf,8.66
9154,1onh,8.21
9155,1qkn,8.47
9156,3amv,7.97
9157,3v5l,8.15
9158,2yex,10.0
9159,4ngs,8.12
9160,2pja,8.66
9161,3nzu,8.85
9162,5dk4,8.7
9163,1zsr,9.82
9164,1xom,7.96
9165,1wxz,8.07
9166,5bve,11.0
9167,3byo,8.15
9168,2jjk,8.05
9169,4n1z,9.14
9170,3m9f,11.15
9171,4o5b,8.3
9172,5abh,8.77
9173,2jbj,9.7
9174,1rm8,9.0
9175,1vsn,9.7
9176,1lhf,8.09
9177,2gu8,8.59
9178,3oys,8.05
9179,4jt9,8.14
9180,4gm8,9.0
9181,1n43,10.55
9182,1mzc,10.22
9183,1ke7,8.05
9184,4q1a,9.3
9185,3w5e,7.96
9186,3irx,9.0
9187,1jd0,8.24
9188,1you,9.06
9189,1dtq,8.22
9190,4lxk,8.4
9191,1r78,8.52
9192,1z1r,9.22
9193,3n23,8.52
9194,1ikw,8.6
9195,4b00,8.61
9196,4u01,8.46
9197,3s7a,8.96
9198,2hiw,8.1
9199,1akt,8.49
9200,2h65,8.19
9201,1z6j,8.03
9202,3zim,8.17
9203,3krr,9.32
9204,4l1a,8.27
9205,5c4s,8.42
9206,3ldw,7.97
9207,4uwk,9.0
9208,1n9a,8.66
9209,2wf1,8.7
9210,4mk9,8.05
9211,2fs9,8.52
9212,1pfy,8.15
9213,2p93,8.82
9214,4hzz,8.08
9215,3bla,8.7
9216,1els,10.82
9217,4tpp,8.59
9218,3mg0,9.25
9219,3u6j,8.21
9220,4urm,8.05
9221,3qrj,8.4
9222,4gk2,8.8
9223,1tbz,9.8
9224,4g2j,7.96
9225,4man,11.0
9226,2r58,2.0
9227,3g2y,2.0
9228,3pce,2.0
9229,4qsu,2.0
9230,4qsv,2.0
9231,1jfh,2.05
9232,4u54,2.06
9233,2w8w,2.12
9234,4q90,2.15
9235,5cs3,2.15
9236,4tim,2.16
9237,3gqz,2.17
9238,4ahr,2.19
9239,4ahs,2.19
9240,4mre,2.19
9241,1x8d,2.21
9242,4g0z,2.21
9243,1m0n,2.22
9244,2aac,2.22
9245,4aci,2.22
9246,4ury,2.22
9247,4x11,2.22
9248,1ajp,2.23
9249,2igv,2.23
9250,3i3b,2.23
9251,1ew8,2.26
9252,3ao1,2.26
9253,4ahu,2.27
9254,3ip8,2.28
9255,3dyo,2.3
9256,3kgq,2.3
9257,3mhw,2.3
9258,3pcg,2.3
9259,3rv4,2.3
9260,4g0y,2.3
9261,4y0a,2.31
9262,5aol,2.32
9263,4iie,2.34
9264,3gtc,2.35
9265,3t0d,2.37
9266,6rnt,2.37
9267,3f6e,2.38
9268,1f73,2.39
9269,1nwl,2.39
9270,4u5s,2.41
9271,4u5o,2.42
9272,1oba,2.44
